row_id,id,tip_ponude,tip_nekretnine,broj_soba,spratnost,sprat,povrsina_placa,grejanje,grad,lokacija,mikrolokacija,kvadratura,parking,uknjizenost,terasa,lift,tip_objekta,cena,x_pos,y_pos,udaljenost_od_centra,tip_objekta_klasa
3880,74711,Prodaja,Stan,1,8,8,0,EG,Beograd,Opština Palilula,Profesorska kolonija,39,,DA,,DA,Stara gradnja,89000,44.8185,20.4801,0.027987318556803795,2.0
3881,74712,Prodaja,Stan,3,5,1,0,CG,Beograd,Opština Voždovac,Autokomanda,83,,DA,,DA,Novogradnja,188700,44.7849,20.4727,0.04369725391829702,1.0
3882,74714,Prodaja,Stan,4,16,15,0,CG,Beograd,Opština Palilula,Profesorska kolonija,99,,DA,,DA,Stara gradnja,185000,44.817307,20.480465,0.028588960701640593,2.0
3883,74715,Prodaja,Stan,3,5,2,0,CG,Beograd,Opština Voždovac,Autokomanda,83,,DA,,DA,Novogradnja,188700,44.7849,20.4727,0.04369725391829702,1.0
3884,74716,Prodaja,Stan,3,5,1,0,EG,Beograd,Opština Voždovac,Centar,71,,DA,DA,,,110000,44.778,20.4804,0.05349140117813596,3.0
3885,74717,Prodaja,Stan,5,2,1,0,TA,Beograd,Opština Voždovac,Lekino brdo,110,,DA,,,,150000,44.7899,20.4767,0.04151204644437553,3.0
3886,74718,Prodaja,Stan,2,2,1,0,EG,Beograd,Opština Rakovica,Miljakovac,68,,,DA,,,59000,44.7327,20.4649,0.09182750132721781,3.0
3887,74720,Prodaja,Stan,4,5,5,0,CG,Beograd,Opština Novi Beograd,Bežanijska kosa 3,129,,DA,,DA,Stara gradnja,125000,44.81,20.3647,0.08896122750951795,2.0
3888,74721,Prodaja,Stan,3,11,1,0,CG,Beograd,Opština Novi Beograd,Blok 61,66,,DA,,DA,Stara gradnja,105000,44.8026,20.37,0.08525238999582396,2.0
3889,74723,Prodaja,Stan,2,12,5,0,CG,Beograd,Opština Novi Beograd,Blok 63,48,,DA,,,Stara gradnja,94000,44.8097,20.383,0.0709940842605935,2.0
3890,74725,Prodaja,Stan,1,8,5,0,CG,Beograd,Opština Voždovac,Šumice,33,,DA,,DA,Stara gradnja,66000,44.7831,20.4885,0.05419566403320706,2.0
3891,74726,Prodaja,Stan,2,4,2,0,TA,Beograd,Opština Palilula,Karaburma,42,,DA,DA,,Stara gradnja,60000,44.8062,20.5228,0.07234839320952584,2.0
3892,74727,Prodaja,Stan,1,7,0,0,CG,Beograd,Opština Stari grad,Skupština,31,,DA,,,Stara gradnja,75000,44.8126,20.465,0.016642415690036286,2.0
3893,74728,Prodaja,Stan,3,2,1,0,EG,Beograd,Opština Stari grad,Centar,67,,DA,,,Stara gradnja,200000,44.8151,20.4683,0.01790111728356609,2.0
3894,74729,Prodaja,Stan,3,4,2,0,EG,Beograd,Opština Vračar,Hram svetog Save,81,,DA,,,Stara gradnja,230000,44.7983,20.4748,0.03373425558686826,2.0
3895,74730,Prodaja,Stan,4,7,6,0,CG,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),98,,DA,DA,DA,Stara gradnja,155000,44.8004,20.389,0.06773366961858836,2.0
3896,74731,Prodaja,Stan,4,5,1,0,CG,Beograd,Opština Vračar,Crveni krst,109,,DA,,DA,Stara gradnja,196000,44.7935,20.4919,0.04956339374982409,2.0
3897,74732,Prodaja,Stan,4,3,2,0,CG,Beograd,Opština Savski venac,Dedinje,120,DA,DA,DA,DA,,330000,44.7804,20.4587,0.04372756567658647,3.0
3898,74733,Prodaja,Stan,3,5,5,0,CG,Beograd,Opština Voždovac,Autokomanda,136,,DA,DA,DA,Novogradnja,309500,44.7849,20.4727,0.04369725391829702,1.0
3899,74734,Prodaja,Stan,5,5,5,0,CG,Beograd,Opština Voždovac,Autokomanda,175,,DA,DA,DA,Novogradnja,398000,44.7849,20.4727,0.04369725391829702,1.0
3900,74736,Prodaja,Stan,2,2,1,0,,Beograd,Opština Zemun,Meandri,49,,DA,DA,,Stara gradnja,69000,44.8444,20.3814,0.07414802762043009,2.0
3901,74737,Prodaja,Stan,4,8,8,0,CG,Beograd,Opština Voždovac,Bulevar oslobođenja,117,,,DA,DA,Novogradnja,279918,44.760933,20.481627,0.06915390819035515,1.0
3902,74740,Prodaja,Stan,1,5,5,0,TA,Beograd,Opština Zvezdara,Učiteljsko naselje,35,,DA,DA,,Stara gradnja,49000,44.785863,20.503762,0.06363323670064279,2.0
3903,74741,Prodaja,Stan,4,4,1,0,Toplotne pumpe,Beograd,Opština Vračar,Hram svetog Save,133,,DA,DA,,Stara gradnja,400000,44.800078,20.472788,0.0310733684688382,2.0
3904,74742,Prodaja,Stan,2,11,10,0,CG,Beograd,Opština Novi Beograd,Blok 28,57,,DA,,DA,Stara gradnja,92000,44.81247,20.413588,0.04059617031198972,2.0
3905,74744,Prodaja,Stan,3,8,7,0,CG,Beograd,Opština Savski venac,Centar,91,,DA,DA,DA,Stara gradnja,245000,44.8084,20.4585,0.016398170629680315,2.0
3906,74745,Prodaja,Stan,2,5,3,0,TA,Beograd,Opština Stari grad,Knez Mihailova,80,,DA,DA,DA,Stara gradnja,193000,44.8143,20.4588,0.011260550608206773,2.0
3907,74746,Prodaja,Stan,2,6,4,0,CG,Beograd,Opština Savski venac,Višegradska,56,,DA,DA,DA,Stara gradnja,125000,44.802286,20.452621,0.02141401029699953,2.0
3908,74747,Prodaja,Stan,3,5,3,0,CG,Beograd,Opština Zvezdara,Đeram pijaca,75,,DA,,,Stara gradnja,159000,44.7995,20.4907,0.04513590588434028,2.0
3909,74748,Prodaja,Stan,2,3,1,0,TA,Beograd,Opština Rakovica,Miljakovac,44,,,,,Stara gradnja,44000,44.7339,20.4668,0.0909157852080741,2.0
3910,74749,Prodaja,Stan,5,4,2,0,CG,Beograd,Opština Stari grad,Skupština,200,,DA,DA,DA,Stara gradnja,800000,44.8139,20.4668,0.017253405460954007,2.0
3911,74750,Prodaja,Stan,3,6,1,0,CG,Beograd,Opština Palilula,Tašmajdan,82,DA,DA,DA,DA,Stara gradnja,188000,44.811633,20.471586,0.022496237129795166,2.0
3912,74752,Prodaja,Stan,4,4,1,0,CG,Beograd,Opština Savski venac,Dedinje,105,,,DA,DA,Stara gradnja,240000,44.7726,20.4674,0.05320009398488472,2.0
3913,74754,Prodaja,Stan,4,7,7,0,CG,Beograd,Opština Palilula,Karaburma,193,,DA,DA,DA,Novogradnja,310000,44.814924,20.505912,0.05402950601291755,1.0
3914,74757,Prodaja,Stan,5,3,3,0,EG,Beograd,Opština Palilula,Višnjička Banja,127,,DA,DA,,Novogradnja,99000,44.8168,20.5409,0.08856918199915854,1.0
3915,74758,Prodaja,Stan,2,2,2,0,TA,Beograd,Opština Stari grad,Terazije,40,,DA,,,Stara gradnja,67000,44.812379,20.461374,0.014322992599315094,2.0
3916,74759,Prodaja,Stan,2,3,0,0,CG,Beograd,Opština Palilula,Profesorska kolonija,55,,DA,,,Stara gradnja,117500,44.815629,20.480406,0.028953664310410143,2.0
3917,74760,Prodaja,Stan,4,6,0,0,CG,Beograd,Opština Novi Beograd,Bežanijska kosa 1,104,,DA,,DA,,160000,44.820812,20.392043,0.06062582612220595,3.0
3918,74761,Prodaja,Stan,2,2,0,0,CG,Beograd,Opština Čukarica,Bele vode,44,,DA,,,,54900,44.752188,20.406726,0.08496110886753372,3.0
3919,74762,Prodaja,Stan,4,3,1,0,EG,Beograd,Opština Rakovica,Stari Košutnjak,96,,DA,DA,DA,Novogradnja,172000,44.758116,20.452436,0.06558420504969285,1.0
3920,74763,Prodaja,Stan,2,4,4,0,CG,Beograd,Opština Novi Beograd,Blok 45 (TC Enjub),51,,DA,DA,,,121200,44.793591,20.376986,0.08138813720070284,3.0
3921,74764,Prodaja,Stan,3,5,1,0,CG,Beograd,Opština Vračar,Kalenić pijaca,72,,DA,DA,,Stara gradnja,187000,44.800755,20.477755,0.03404771725093917,2.0
3922,74765,Prodaja,Stan,1,5,1,0,CG,Beograd,Opština Vračar,Crveni krst,50,,DA,DA,DA,Novogradnja,94000,44.792952,20.495702,0.05294546163742703,1.0
3923,74767,Prodaja,Stan,2,5,4,0,CG,Beograd,Opština Novi Beograd,Tošin bunar,65,DA,DA,,DA,,110000,44.827965,20.398829,0.05393988010739449,3.0
3924,74769,Prodaja,Stan,3,13,8,0,CG,Beograd,Opština Novi Beograd,Blok 62,66,,DA,DA,DA,Stara gradnja,109000,44.806853,20.377174,0.07728455786895737,2.0
3925,74770,Prodaja,Stan,2,6,4,0,CG,Beograd,Opština Vračar,Crveni krst,45,,DA,,DA,Stara gradnja,112500,44.7937,20.4941,0.051207909545303666,2.0
3926,74771,Prodaja,Stan,3,2,2,0,TA,Beograd,Opština Vračar,Kalenić pijaca,48,,DA,,,Stara gradnja,107000,44.7947,20.4715,0.03461517008480743,2.0
3927,74772,Prodaja,Stan,2,5,0,0,CG,Beograd,Opština Novi Beograd,Stari Merkator,55,,DA,,DA,Stara gradnja,90000,44.8338,20.4051,0.04856191923719479,2.0
3928,74773,Prodaja,Stan,2,11,2,0,CG,Beograd,Opština Novi Beograd,Blok 70 (kineski tržni centar),58,,DA,,DA,Stara gradnja,115000,44.8022,20.3891,0.06704103221162613,2.0
3929,74774,Prodaja,Stan,2,5,1,0,CG,Beograd,Opština Novi Beograd,Blok 23,61,,,,DA,Novogradnja,180000,44.8067,20.4231,0.03404776057246686,1.0
3930,74775,Prodaja,Stan,3,4,3,0,CG,Beograd,Opština Barajevo,Barajevo (mesto),66,,DA,DA,,Stara gradnja,29500,44.5714,20.4283,0.25346751271120066,2.0
3931,74776,Prodaja,Stan,5,4,1,0,EG,Beograd,Opština Vračar,Kalenić pijaca,133,,DA,DA,DA,Stara gradnja,400000,44.800276,20.47337,0.03130617632353426,2.0
3932,74777,Prodaja,Stan,3,11,9,0,CG,Beograd,Opština Voždovac,Braće Jerković,76,,DA,,DA,Stara gradnja,90000,44.7634,20.4952,0.07382987200314406,2.0
3933,74779,Prodaja,Stan,3,4,1,0,TA,Beograd,Opština Stari grad,Zeleni venac,98,,DA,DA,,Stara gradnja,205000,44.8126,20.4553,0.011423659658795082,2.0
3934,74780,Prodaja,Stan,5,2,2,0,TA,Beograd,Opština Stari grad,Skupština,128,,DA,DA,,Stara gradnja,358400,44.8145,20.4652,0.015601281998604279,2.0
3935,74781,Prodaja,Stan,1,2,0,0,TA,Beograd,Opština Voždovac,Lekino brdo,32,,DA,,,Stara gradnja,44900,44.78951,20.481899,0.04502651997434464,2.0
3936,74782,Prodaja,Stan,2,3,0,0,EG,Beograd,Opština Palilula,Višnjička Banja,34,,DA,,,Novogradnja,52000,44.8136,20.5466,0.09454104928548367,1.0
3937,74783,Prodaja,Stan,3,8,4,0,CG,Beograd,Opština Novi Beograd,Stari Merkator,56,,DA,DA,DA,Stara gradnja,122000,44.8307,20.4144,0.03883606571216959,2.0
3938,74784,Prodaja,Stan,5,6,2,0,CG,Beograd,Opština Stari grad,Politika,200,,DA,,DA,Stara gradnja,492000,44.8146,20.4667,0.01678153747426146,2.0
3939,74785,Prodaja,Stan,3,4,2,0,CG,Beograd,Opština Palilula,Tašmajdan,86,,DA,DA,,Stara gradnja,280000,44.8091,20.4673,0.020718349355102618,2.0
3940,74786,Prodaja,Stan,3,4,0,0,Gas,Beograd,Opština Zvezdara,Mirijevo,50,,,,,Stara gradnja,65000,44.8018,20.531,0.08140128991606865,2.0
3941,74788,Prodaja,Stan,3,1,1,0,CG,Beograd,Opština Zemun,Batajnica,85,DA,DA,DA,,,68000,44.8976,20.2857,0.18252895660688973,3.0
3942,74792,Prodaja,Stan,2,3,1,0,EG,Beograd,Opština Rakovica,Stari Košutnjak,69,DA,DA,DA,DA,Novogradnja,125000,44.758108,20.453252,0.065595240437095,1.0
3943,74794,Prodaja,Stan,3,1,0,0,EG,Beograd,Opština Stari grad,Dorćol,96,,DA,DA,,Stara gradnja,170000,44.8228,20.4629,0.010339245620451253,2.0
3944,74796,Prodaja,Stan,3,4,3,0,TA,Beograd,Opština Stari grad,Kalemegdan,72,,DA,DA,,Stara gradnja,208000,44.821243,20.455551,0.0038399544268123173,2.0
3945,74797,Prodaja,Stan,5,8,7,0,CG,Beograd,Opština Čukarica,Banovo brdo,93,,DA,,DA,Stara gradnja,145000,44.771416,20.413357,0.06537300440548795,2.0
3946,74801,Prodaja,Stan,5,3,2,0,EG,Beograd,Opština Zemun,Gornji grad,116,,DA,DA,,Novogradnja,200000,44.849555,20.385122,0.07226175689118115,1.0
3947,74803,Prodaja,Stan,2,3,3,0,EG,Beograd,Opština Novi Beograd,Ledine,40,DA,DA,DA,,Novogradnja,54850,44.797329,20.329448,0.12594381582674274,1.0
3948,74807,Prodaja,Stan,3,10,3,0,CG,Beograd,Opština Novi Beograd,Blok 64,75,,DA,DA,DA,Novogradnja,170455,44.814595,20.392952,0.0603389172010901,1.0
3949,74808,Prodaja,Stan,4,6,5,0,CG,Beograd,Opština Stari grad,Kalemegdan,115,,DA,DA,DA,Novogradnja,369000,44.824,20.457,0.004410215414240103,1.0
3950,74809,Prodaja,Stan,4,7,6,0,CG,Beograd,Opština Novi Beograd,YUBC,115,,DA,,DA,Stara gradnja,280000,44.822639,20.419088,0.033528791582759405,2.0
3951,74810,Prodaja,Stan,4,3,1,0,EG,Beograd,Opština Grocka,Kaluđerica,89,DA,DA,DA,,Novogradnja,100,44.7522,20.5559,0.12563096751995592,1.0
3952,74813,Prodaja,Stan,2,10,3,0,CG,Beograd,Opština Novi Beograd,Blok 64,51,,DA,DA,DA,Novogradnja,115909,44.81465,20.392875,0.06040677217829195,1.0
3953,74814,Prodaja,Stan,2,2,1,0,EG,Beograd,Opština Novi Beograd,Ledine,58,DA,DA,DA,,Novogradnja,75900,44.797474,20.329039,0.12631359308087053,1.0
3954,74815,Prodaja,Stan,2,5,4,0,CG,Beograd,Opština Palilula,Dalmatinska,45,,DA,,,Stara gradnja,83000,44.813581,20.474496,0.024121131337480447,2.0
3955,74818,Prodaja,Stan,3,6,0,0,CG,Beograd,Opština Novi Beograd,Blok 63,68,,DA,DA,DA,Stara gradnja,109000,44.8058,20.3862,0.06877041515070538,2.0
3956,74819,Prodaja,Stan,4,8,7,0,EG,Beograd,Opština Savski venac,Palata pravde,112,,DA,DA,DA,,190000,44.804527,20.454605,0.019277550518675413,3.0
3957,74820,Prodaja,Stan,2,2,1,0,CG,Beograd,Opština Savski venac,Dedinje,62,DA,DA,,DA,Stara gradnja,120000,44.764759,20.462296,0.05973318924183169,2.0
3958,74821,Prodaja,Stan,4,5,3,0,CG,Beograd,Opština Stari grad,Bajlonijeva pijaca,83,DA,DA,,,Stara gradnja,168900,44.816998,20.464803,0.013922284762209277,2.0
3959,74822,Prodaja,Stan,2,3,2,0,Mermerni radijatori,Beograd,Opština Palilula,Tašmajdan,51,,DA,,,Stara gradnja,130000,44.8091,20.471,0.023488720697390792,2.0
3960,74823,Prodaja,Stan,3,4,4,0,CG,Beograd,Opština Novi Beograd,Blok 38,63,,DA,,,,109000,44.8128,20.4031,0.05068589547398935,3.0
3961,74825,Prodaja,Stan,2,4,3,0,EG,Beograd,Opština Palilula,Karaburma,41,,DA,DA,,Stara gradnja,61500,44.8098,20.5239,0.07264227419347569,2.0
3962,74826,Prodaja,Stan,2,5,0,0,TA,Beograd,Opština Palilula,Botanička bašta,50,,DA,,DA,Stara gradnja,130000,44.8146,20.471,0.020527298896836316,2.0
3963,74827,Prodaja,Stan,3,8,2,0,CG,Beograd,Opština Voždovac,Bulevar oslobođenja,73,,,DA,DA,Novogradnja,133169,44.761,20.481517,0.06904696147550544,1.0
3964,74829,Prodaja,Stan,2,8,5,0,CG,Beograd,Opština Novi Beograd,Blok 70a,62,,DA,,DA,Stara gradnja,113000,44.799256,20.401081,0.05702382394227891,2.0
3965,74831,Prodaja,Stan,3,3,3,0,EG,Beograd,Opština Novi Beograd,Ledine,65,DA,DA,DA,,Novogradnja,85000,44.797167,20.329349,0.1260746171519072,1.0
3966,74832,Prodaja,Stan,3,4,2,0,EG,Beograd,Opština Savski venac,Beograđanka,98,DA,DA,DA,DA,Stara gradnja,309000,44.806479,20.463885,0.02058917351425245,2.0
3967,74833,Prodaja,Stan,3,10,3,0,CG,Beograd,Opština Novi Beograd,Blok 64,81,,DA,DA,DA,Novogradnja,183409,44.814839,20.392865,0.06038863755707724,1.0
3968,74835,Prodaja,Stan,3,6,2,0,EG,Beograd,Opština Stari grad,Skupština,109,,DA,DA,DA,Stara gradnja,299000,44.8138,20.463,0.014358621103714962,2.0
3969,74836,Prodaja,Stan,4,7,7,0,CG,Beograd,Opština Novi Beograd,Dr Ivana Ribara,88,,DA,DA,DA,,140000,44.8009,20.3689,0.08674981267991433,3.0
3970,74837,Prodaja,Stan,4,15,15,0,CG,Beograd,Opština Čukarica,Železnik,121,,DA,DA,,Stara gradnja,74000,44.7317,20.3811,0.11651716611727701,2.0
3971,74838,Prodaja,Stan,1,4,0,0,,Beograd,Opština Voždovac,Farmaceutski fakultet,29,,DA,,,Novogradnja,46000,44.741,20.504,0.09737171047075502,1.0
3972,74844,Prodaja,Stan,5,3,1,0,Gas,Beograd,Opština Čukarica,Cerak,142,,DA,,,Novogradnja,199000,44.7551,20.4181,0.07678678271682293,1.0
3973,74845,Prodaja,Stan,2,8,2,0,CG,Beograd,Opština Zvezdara,Lion,61,,,,,,113000,44.7975,20.4962,0.050866491917570596,3.0
3974,74846,Prodaja,Stan,4,4,2,0,CG,Beograd,Opština Vračar,Kalenić pijaca,96,,DA,DA,DA,Stara gradnja,285000,44.8035,20.4744,0.029720026917889237,2.0
3975,74847,Prodaja,Stan,3,4,4,0,CG,Beograd,Opština Voždovac,Dušanovac,75,DA,DA,DA,,Stara gradnja,116000,44.786457,20.484217,0.04885361540357395,2.0
3976,74848,Prodaja,Stan,2,6,0,0,CG,Beograd,Opština Palilula,Tašmajdan,51,,DA,,DA,Stara gradnja,120000,44.8119,20.47,0.021023796041627938,2.0
3977,74849,Prodaja,Stan,2,6,0,0,CG,Beograd,Opština Novi Beograd,Bežanijska kosa 3,33,,DA,,,Stara gradnja,38000,44.808451,20.363339,0.09055417230586461,2.0
3978,74850,Prodaja,Stan,5,5,4,0,CG,Beograd,Opština Čukarica,Žarkovo,183,,DA,DA,,Stara gradnja,180000,44.756,20.4231,0.07384808731443361,2.0
3979,74854,Prodaja,Stan,2,6,2,0,CG,Beograd,Opština Novi Beograd,YUBC,50,,,DA,DA,Stara gradnja,139000,44.8221,20.419,0.03363807366660584,2.0
3980,74855,Prodaja,Stan,5,4,1,0,CG,Beograd,Opština Stari grad,Obilićev venac,144,,DA,,DA,Stara gradnja,580000,44.8166,20.4583,0.009104943712073559,2.0
3981,74856,Prodaja,Stan,2,6,1,0,CG,Beograd,Opština Palilula,Botanička bašta,50,,DA,DA,DA,Stara gradnja,114000,44.819,20.4778,0.02563454700204203,2.0
3982,74858,Prodaja,Stan,3,3,0,0,,Beograd,Opština Voždovac,FON - Bilećka,97,DA,DA,DA,,Novogradnja,138000,44.7729,20.4779,0.056751475751739854,1.0
3983,74859,Prodaja,Stan,3,9,7,0,CG,Beograd,Opština Stari grad,Dorćol,74,,DA,DA,DA,Stara gradnja,175000,44.8251,20.4634,0.010890362712048867,2.0
3984,74860,Prodaja,Stan,2,4,0,0,CG,Beograd,Opština Stari grad,Politika,52,,DA,,DA,Stara gradnja,79900,44.8134,20.4663,0.01714001166860802,2.0
3985,74863,Prodaja,Stan,2,4,0,0,CG,Beograd,Opština Stari grad,Centar,52,,DA,,DA,Stara gradnja,79900,44.8134,20.4663,0.01714001166860802,2.0
3986,74864,Prodaja,Stan,2,4,0,0,CG,Beograd,Opština Stari grad,Dom omladine,52,,DA,,DA,Stara gradnja,79900,44.8134,20.4663,0.01714001166860802,2.0
3987,74865,Prodaja,Stan,2,5,0,0,TA,Beograd,Opština Vračar,Slavija,45,,DA,,,Stara gradnja,115000,44.8011,20.4643,0.0254489685449178,2.0
3988,74867,Prodaja,Stan,1,15,13,0,CG,Beograd,Opština Zvezdara,Lipov lad,39,,DA,,DA,Stara gradnja,74000,44.7964,20.4944,0.04992524411557831,2.0
3989,74868,Prodaja,Stan,2,3,2,0,EG,Beograd,Opština Zvezdara,Mirijevo,38,,DA,DA,,Novogradnja,63500,44.794318,20.52021,0.07371847817203023,1.0
3990,74869,Prodaja,Stan,3,7,7,0,EG,Beograd,Opština Zvezdara,Dimitrija Tucovića,94,,,DA,DA,Novogradnja,99000,44.802,20.494,0.04674237905798197,1.0
3991,74870,Prodaja,Stan,1,6,6,0,CG,Beograd,Opština Novi Beograd,Bežanijska kosa 3,36,DA,,,DA,Stara gradnja,63000,44.807309,20.363984,0.09011914523008145,2.0
3992,74871,Prodaja,Stan,3,14,4,0,CG,Beograd,Opština Novi Beograd,Blok 62,63,DA,DA,,DA,Stara gradnja,98000,44.802749,20.376552,0.07888119360785671,2.0
3993,74874,Prodaja,Stan,3,6,0,0,TA,Beograd,Opština Vračar,Slavija,65,,DA,,DA,Stara gradnja,162000,44.8011,20.4643,0.0254489685449178,2.0
3994,74875,Prodaja,Stan,1,7,0,0,CG,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),24,DA,DA,,DA,Stara gradnja,50000,44.800541,20.387001,0.06956700426207697,2.0
3995,74877,Prodaja,Stan,3,6,0,0,CG,Beograd,Opština Savski venac,Savski trg - Pristanište,78,DA,DA,DA,,Stara gradnja,195000,44.805772,20.455881,0.018225754991225494,2.0
3996,74878,Prodaja,Stan,3,12,4,0,CG,Beograd,Opština Palilula,Bulevar despota Stefana,87,,DA,DA,DA,Stara gradnja,132000,44.817,20.4757,0.02405202694161146,2.0
3997,74880,Prodaja,Stan,3,12,4,0,CG,Beograd,Opština Palilula,Centar,87,,DA,DA,DA,Stara gradnja,132000,44.817,20.4757,0.02405202694161146,2.0
3998,74881,Prodaja,Stan,1,23,16,0,CG,Beograd,Opština Savski venac,Beograd na vodi,30,,,DA,DA,Novogradnja,105000,44.8058,20.450967,0.01797433417404288,1.0
3999,74882,Prodaja,Stan,3,8,2,0,CG,Beograd,Opština Voždovac,Bulevar oslobođenja,73,,,DA,DA,Novogradnja,149536,44.760976,20.481499,0.06906122194835762,1.0
4000,74884,Prodaja,Stan,5,0,6,0,CG,Beograd,Opština Novi Beograd,Arena,220,,DA,DA,DA,Novogradnja,495000,44.815758,20.420179,0.03337958365528182,1.0
4001,74885,Prodaja,Stan,2,4,1,0,EG,Beograd,Opština Zemun,Altina,46,,,,,Novogradnja,47500,44.856459,20.345792,0.11171884776079685,1.0
4002,74889,Prodaja,Stan,2,2,0,0,EG,Beograd,Opština Zemun,Gornji grad,46,,,,,Novogradnja,92000,44.857,20.3862,0.07428223206124066,1.0
4003,74893,Prodaja,Stan,3,3,2,0,EG,Beograd,Opština Savski venac,Savski trg - Pristanište,72,,DA,DA,,Stara gradnja,160000,44.806206,20.456138,0.01784817861855841,2.0
4004,74895,Prodaja,Stan,2,8,2,0,CG,Beograd,Opština Voždovac,Bulevar oslobođenja,47,,,DA,DA,Novogradnja,93907,44.760948,20.481574,0.06911805972392668,1.0
4005,74896,Prodaja,Stan,2,0,4,0,,Beograd,Opština Rakovica,Kneževac,47,,,,,,39500,44.742,20.43,0.08476821338214487,3.0
4006,74898,Prodaja,Stan,2,5,4,0,CG,Beograd,Opština Palilula,Centar,50,,DA,DA,,Stara gradnja,108000,44.808276,20.477045,0.02890428689658499,2.0
4007,74899,Prodaja,Stan,2,2,1,0,EG,Beograd,Opština Zemun,Gornji grad,44,,DA,,,Novogradnja,79200,44.8541,20.3787,0.07990851018508784,1.0
4008,74900,Prodaja,Stan,4,5,2,0,CG,Beograd,Opština Vračar,Slavija,104,,DA,DA,DA,,240000,44.8044,20.4667,0.02390188277102918,3.0
4009,74902,Prodaja,Stan,4,4,3,0,CG,Beograd,Opština Vračar,Kalenić pijaca,90,,DA,DA,,Stara gradnja,200000,44.8057,20.4638,0.021199999999999927,2.0
4010,74903,Prodaja,Stan,3,3,1,0,TA,Beograd,Opština Savski venac,Prokop,70,,DA,DA,,,135000,44.7906,20.4643,0.03510697936308861,3.0
4011,74904,Prodaja,Stan,5,5,1,0,CG,Beograd,Opština Vračar,Neimar,138,,DA,DA,DA,Stara gradnja,319000,44.794398,20.468546,0.03335988788950078,2.0
4012,74906,Prodaja,Stan,3,9,7,0,CG,Beograd,Opština Novi Beograd,Blok 3,65,,DA,,DA,Stara gradnja,125000,44.825,20.4066,0.0460183658988446,2.0
4013,74908,Prodaja,Stan,2,8,2,0,EG,Beograd,Opština Voždovac,Trošarina,45,,,DA,DA,Novogradnja,92500,44.764576,20.486544,0.06817508717999832,1.0
4014,74909,Prodaja,Stan,3,5,1,0,CG,Beograd,Opština Vračar,Kalenić pijaca,72,,DA,DA,DA,Stara gradnja,187000,44.800717,20.478649,0.03473857639570431,2.0
4015,74910,Prodaja,Stan,3,2,0,0,TA,Beograd,Opština Zemun,Centar,55,,DA,,,,91500,44.8439,20.4137,0.043832065887885706,3.0
4016,74912,Prodaja,Stan,1,5,3,0,CG,Beograd,Opština Vračar,Cvetni trg,30,,DA,,DA,,105000,44.8082,20.4697,0.023079428069171584,3.0
4017,74913,Prodaja,Stan,3,3,1,0,EG,Beograd,Opština Zvezdara,Mirijevo,48,DA,,DA,,Novogradnja,59550,44.801844,20.531197,0.08157924457237727,1.0
4018,74914,Prodaja,Stan,2,8,2,0,CG,Beograd,Opština Voždovac,Bulevar oslobođenja,40,,,,DA,Novogradnja,78822,44.760989,20.481585,0.06908545249182312,1.0
4019,74915,Prodaja,Stan,3,7,3,0,CG,Beograd,Opština Palilula,Karaburma,72,DA,,,DA,Stara gradnja,110000,44.81247,20.519503,0.0678389586373501,2.0
4020,74916,Prodaja,Stan,4,3,1,0,CG,Beograd,Opština Savski venac,Dedinje,117,DA,DA,DA,,,295000,44.766,20.458,0.05795213542226421,3.0
4021,74917,Prodaja,Stan,3,6,2,0,CG,Beograd,Opština Zvezdara,Lipov lad,75,,,DA,DA,Novogradnja,149250,44.794,20.497,0.053417693697877675,1.0
4022,74918,Prodaja,Stan,2,3,3,0,,Beograd,Opština Rakovica,Vidikovac,34,,DA,,,,49000,44.7398,20.4224,0.08916978187704631,3.0
4023,74920,Prodaja,Stan,3,23,1,0,CG,Beograd,Opština Savski venac,Beograd na vodi,81,DA,,DA,DA,Novogradnja,225888,44.807051,20.450244,0.016814872494313748,1.0
4024,74921,Prodaja,Stan,2,4,0,0,CG,Beograd,Opština Savski venac,Dedinje,65,DA,DA,DA,,,130000,44.766,20.458,0.05795213542226421,3.0
4025,74922,Prodaja,Stan,3,3,0,0,Gas,Beograd,Opština Voždovac,Trošarina,81,,,,,,150000,44.763,20.483,0.06788703852725145,3.0
4026,74923,Prodaja,Stan,2,7,5,0,CG,Beograd,Opština Zemun,Retenzija,65,,DA,,DA,Stara gradnja,123000,44.8322,20.4123,0.04118664832200025,2.0
4027,74924,Prodaja,Stan,3,3,0,0,Gas,Beograd,Opština Voždovac,Trošarina,64,,,,DA,,118500,44.763,20.484,0.06834069066083982,3.0
4028,74927,Prodaja,Stan,3,2,1,0,EG,Beograd,Opština Čukarica,Žarkovo,74,,DA,DA,,,102000,44.7616,20.4166,0.07178028977372698,3.0
4029,74928,Prodaja,Stan,3,5,3,0,CG,Beograd,Opština Vračar,Hram svetog Save,82,,DA,DA,DA,,246000,44.801338,20.470192,0.02845237262514441,3.0
4030,74929,Prodaja,Stan,2,6,4,0,CG,Beograd,Opština Palilula,Borča,53,DA,,DA,DA,,48000,44.872484,20.459164,0.04922361985876078,3.0
