,id,tip_ponude,tip_nekretnine,broj_soba,spratnost,sprat,povrsina_placa,grejanje,grad,lokacija,mikrolokacija,kvadratura,parking,uknjizenost,terasa,lift,tip_objekta,cena,x_pos,y_pos,udaljenost_od_centra,tip_objekta_klasa
4221,75286,Prodaja,Stan,3,2,2,0,EG,Beograd,Opština Voždovac,Autokomanda,132,DA,DA,DA,,Stara gradnja,180000,44.7645,20.4828,0.06645810710515708,2.0
4222,75288,Prodaja,Stan,2,4,0,0,CG,Beograd,Opština Vračar,Kalenić pijaca,36,,DA,DA,,Stara gradnja,85000,44.8005,20.4744,0.03183520064331435,2.0
4223,75290,Prodaja,Stan,4,2,2,0,CG,Beograd,Opština Palilula,Cvijićeva,103,,DA,DA,,Stara gradnja,177000,44.8139,20.4762,0.025553864678361835,2.0
4224,75291,Prodaja,Stan,3,6,2,0,CG,Beograd,Opština Novi Beograd,Blok 61,72,DA,DA,,DA,Stara gradnja,133000,44.799826,20.369941,0.08603765545968751,2.0
4226,75293,Prodaja,Stan,3,12,10,0,CG,Beograd,Opština Voždovac,Banjica,77,,DA,,DA,Stara gradnja,90000,44.7536,20.4797,0.07515597115333252,2.0
4227,75296,Prodaja,Stan,4,17,15,0,CG,Beograd,Opština Novi Beograd,Blok 61,84,,,DA,DA,Stara gradnja,132000,44.803611,20.371181,0.08386072669611377,2.0
4229,75300,Prodaja,Stan,4,16,15,0,CG,Beograd,Opština Palilula,Botanička bašta,100,,DA,,DA,Stara gradnja,157000,44.8173,20.4817,0.02979546945426389,2.0
4230,75301,Prodaja,Stan,4,6,1,0,,Beograd,Opština Stari grad,Dorćol,94,,,,DA,Novogradnja,249100,44.820346,20.469588,0.017315930815294228,1.0
4231,75302,Prodaja,Stan,5,4,4,0,EG,Beograd,Opština Stari grad,Atelje 212,125,,DA,DA,DA,Novogradnja,350000,44.814164,20.467824,0.017964004898687744,1.0
4236,75307,Prodaja,Stan,2,3,3,0,TA,Beograd,Opština Palilula,Krnjača,41,DA,,DA,,Novogradnja,40000,44.8472,20.4757,0.03295238989815314,1.0
4237,75311,Prodaja,Stan,3,6,5,0,EG,Beograd,Opština Palilula,Karaburma,97,,DA,DA,DA,Novogradnja,153000,44.8159,20.5032,0.051197656196353164,1.0
4238,75313,Prodaja,Stan,3,0,0,0,EG,Beograd,Opština Novi Beograd,Blok 18 (Staro sajmište),61,DA,DA,,,Stara gradnja,92000,44.812889,20.441631,0.015401190927979234,2.0
4239,75317,Prodaja,Stan,3,5,2,0,CG,Beograd,Opština Čukarica,Filmski grad,50,DA,,DA,,Novogradnja,72500,44.758,20.429,0.06981009955586685,1.0
4240,75318,Prodaja,Stan,4,4,0,0,CG,Beograd,Opština Vračar,Čubura,92,,DA,DA,DA,Novogradnja,216928,44.7959,20.4807,0.0395278382915113,1.0
4241,75320,Prodaja,Stan,4,2,1,0,Gas,Beograd,Opština Savski venac,Dedinje,108,,,DA,DA,Novogradnja,280000,44.7641,20.4595,0.0599980833027219,1.0
4242,75321,Prodaja,Stan,4,2,2,0,Gas,Beograd,Opština Savski venac,Dedinje,109,,,DA,DA,Novogradnja,280000,44.7641,20.4595,0.0599980833027219,1.0
4243,75322,Prodaja,Stan,3,2,1,0,Gas,Beograd,Opština Savski venac,Dedinje,78,,,DA,DA,Novogradnja,215000,44.7641,20.4595,0.0599980833027219,1.0
4244,75323,Prodaja,Stan,5,2,1,0,Gas,Beograd,Opština Voždovac,FON - Bilećka,250,DA,DA,DA,,Novogradnja,300000,44.76801,20.47858,0.0614519039574906,1.0
4245,75324,Prodaja,Stan,3,4,3,0,EG,Beograd,Opština Savski venac,Centar,87,,,DA,,Stara gradnja,180000,44.8115,20.4577,0.01322308587282058,2.0
4247,75328,Prodaja,Stan,5,3,3,0,TA,Beograd,Opština Palilula,Karaburma,106,,DA,DA,,Stara gradnja,95000,44.8058,20.5224,0.0720586566624737,2.0
4248,75330,Prodaja,Stan,4,4,4,0,CG,Beograd,Opština Palilula,Višnjička Banja,91,,DA,DA,,Stara gradnja,87000,44.818,20.5394,0.08698695304469566,2.0
4249,75335,Prodaja,Stan,3,3,1,0,EG,Beograd,Opština Novi Beograd,Ledine,49,,DA,DA,,Novogradnja,77700,44.800423,20.327961,0.12679392355314387,1.0
4250,75336,Prodaja,Stan,5,2,2,0,EG,Beograd,Opština Voždovac,Autokomanda,124,,DA,DA,DA,Novogradnja,280000,44.781,20.4783,0.04983753605466793,1.0
4259,75348,Prodaja,Stan,4,6,3,0,CG,Beograd,Opština Stari grad,Kopitareva gradina,83,,DA,,DA,Stara gradnja,170000,44.816504,20.469142,0.018039406309522624,2.0
4261,75350,Prodaja,Stan,3,6,2,0,CG,Beograd,Opština Voždovac,Lekino brdo,61,,,DA,DA,Novogradnja,135000,44.7896,20.4801,0.043807077053829385,1.0
4262,75351,Prodaja,Stan,1,2,2,0,TA,Beograd,Opština Stari grad,Obilićev venac,36,,DA,,,Stara gradnja,160000,44.8193,20.4545,0.004792702786531988,2.0
4263,75352,Prodaja,Stan,1,2,2,0,TA,Beograd,Opština Stari grad,Centar,36,,DA,,,Stara gradnja,160000,44.8193,20.4545,0.004792702786531988,2.0
4264,75353,Prodaja,Stan,3,11,7,0,CG,Beograd,Opština Palilula,Bulevar despota Stefana,79,,DA,DA,DA,Stara gradnja,155000,44.8184,20.4755,0.02350531854708746,2.0
4265,75354,Prodaja,Stan,3,3,1,0,CG,Beograd,Opština Vračar,Hram svetog Save,76,,DA,DA,,Stara gradnja,155000,44.7967,20.4701,0.03217530108639227,2.0
4266,75355,Prodaja,Stan,3,5,1,0,CG,Beograd,Opština Novi Beograd,Blok 62,62,,DA,DA,,Stara gradnja,125000,44.8099,20.3843,0.06968019804794033,2.0
4267,75356,Prodaja,Stan,3,5,1,0,CG,Beograd,Opština Novi Beograd,Blok 61,62,,DA,DA,,Stara gradnja,125000,44.8099,20.3843,0.06968019804794033,2.0
4268,75357,Prodaja,Stan,3,4,4,0,CG,Beograd,Opština Čukarica,Golf,59,,DA,DA,,Stara gradnja,99000,44.777,20.4213,0.056219035922009775,2.0
4270,75359,Prodaja,Stan,5,8,7,0,EG,Beograd,Opština Savski venac,Centar,130,,DA,DA,DA,Stara gradnja,190000,44.8049,20.4552,0.018978935691970743,2.0
4271,75360,Prodaja,Stan,3,5,1,0,CG,Beograd,Opština Novi Beograd,Blok 63,62,,DA,DA,,Stara gradnja,125000,44.8099,20.3843,0.06968019804794033,2.0
4272,75361,Prodaja,Stan,4,3,1,0,,Beograd,Opština Savski venac,Centar,101,,,DA,,Stara gradnja,170000,44.812944,20.45503,0.011027077400654077,2.0
4273,75363,Prodaja,Stan,1,5,0,0,EG,Beograd,Opština Voždovac,Kumodraž,29,DA,DA,,,Novogradnja,47000,44.740911,20.50324,0.09704858639362564,1.0
4274,75364,Prodaja,Stan,5,8,7,0,EG,Beograd,Opština Savski venac,Sarajevska,130,,DA,DA,DA,Stara gradnja,190000,44.8049,20.4552,0.018978935691970743,2.0
4275,75365,Prodaja,Stan,2,5,4,0,CG,Beograd,Opština Novi Beograd,Tošin bunar,65,,DA,DA,DA,Stara gradnja,110000,44.8342,20.401,0.052657478101406106,2.0
4276,75366,Prodaja,Stan,1,2,2,0,TA,Beograd,Opština Stari grad,Kalemegdan,36,,DA,,,Stara gradnja,160000,44.8193,20.4545,0.004792702786531988,2.0
4277,75367,Prodaja,Stan,3,11,7,0,CG,Beograd,Opština Stari grad,Gundulićev venac,79,,DA,DA,DA,Stara gradnja,155000,44.8184,20.4755,0.02350531854708746,2.0
4278,75368,Prodaja,Stan,3,11,7,0,CG,Beograd,Opština Palilula,Botanička bašta,79,,DA,DA,DA,Stara gradnja,155000,44.8184,20.4755,0.02350531854708746,2.0
4279,75369,Prodaja,Stan,1,10,6,0,CG,Beograd,Opština Novi Beograd,Blok 65,45,,DA,DA,DA,Novogradnja,112500,44.815225,20.395694,0.057533628957334486,1.0
4282,75372,Prodaja,Stan,1,10,9,0,CG,Beograd,Opština Novi Beograd,Blok 65,45,DA,DA,DA,DA,Novogradnja,112500,44.814936,20.395458,0.05781017090443397,1.0
4283,75373,Prodaja,Stan,2,6,2,0,CG,Beograd,Opština Vračar,Kalenić pijaca,64,,DA,,DA,Stara gradnja,185000,44.8016,20.4705,0.028439760899137526,2.0
4285,75375,Prodaja,Stan,5,5,0,0,TA,Beograd,Opština Vračar,Slavija,110,,DA,,DA,Stara gradnja,277500,44.8005,20.4637,0.025718670261117828,2.0
4287,75377,Prodaja,Stan,4,2,2,0,TA,Beograd,Opština Zvezdara,Dimitrija Tucovića,80,,DA,,,Stara gradnja,125000,44.7995,20.4925,0.04666529759896504,2.0
4288,75379,Prodaja,Stan,2,5,4,0,CG,Beograd,Opština Novi Beograd,Paviljoni,65,,DA,DA,DA,Stara gradnja,110000,44.835,20.402,0.05184640778298818,2.0
4289,75382,Prodaja,Stan,2,3,1,0,CG,Beograd,Opština Stari grad,Skupština,77,,DA,DA,,Stara gradnja,230000,44.8124,20.4686,0.01958800653461375,2.0
4290,75383,Prodaja,Stan,3,4,2,0,TA,Beograd,Opština Stari grad,Centar,64,DA,DA,DA,,Stara gradnja,130000,44.8117,20.4627,0.015684705926476205,2.0
4291,75384,Prodaja,Stan,1,18,7,0,CG,Beograd,Opština Voždovac,Šumice,35,,DA,,DA,Stara gradnja,65000,44.7833,20.4887,0.054179054993609026,2.0
4292,75385,Prodaja,Stan,3,2,0,0,Mermerni radijatori,Beograd,Opština Čukarica,Cerak,61,,DA,DA,,Stara gradnja,94000,44.750345,20.420744,0.0799735003673091,2.0
4293,75386,Prodaja,Stan,3,6,5,0,CG,Beograd,Opština Novi Beograd,Dr Ivana Ribara,88,,DA,DA,DA,Stara gradnja,120000,44.7932,20.3727,0.0855234470773983,2.0
4295,75391,Prodaja,Stan,2,5,2,0,TA,Beograd,Opština Stari grad,Dorćol,60,,DA,DA,,Stara gradnja,160000,44.8175,20.472,0.020366639388962403,2.0
4296,75392,Prodaja,Stan,3,7,4,0,CG,Beograd,Opština Voždovac,Trošarina,79,,DA,,DA,Novogradnja,147000,44.760173,20.485052,0.07133590984209862,1.0
4297,75393,Prodaja,Stan,3,5,1,0,EG,Beograd,Opština Stari grad,Trg Republike,94,,DA,DA,DA,Stara gradnja,240000,44.8161,20.4627,0.012640015822778137,2.0
4298,75394,Prodaja,Stan,2,5,2,0,TA,Beograd,Opština Stari grad,Cara Dušana,60,,DA,DA,,Stara gradnja,160000,44.8175,20.472,0.020366639388962403,2.0
4299,75396,Prodaja,Stan,3,4,2,0,Gas,Beograd,Opština Čukarica,Žarkovo,83,,,DA,,Stara gradnja,97000,44.754185,20.417222,0.07799960326181456,2.0
4300,75398,Prodaja,Stan,2,5,2,0,TA,Beograd,Opština Stari grad,Centar,60,,DA,DA,,Stara gradnja,160000,44.8175,20.472,0.020366639388962403,2.0
4301,75399,Prodaja,Stan,3,3,1,0,CG,Beograd,Opština Vračar,Karađorđev park,76,,DA,DA,,Stara gradnja,155000,44.7967,20.4701,0.03217530108639227,2.0
4302,75400,Prodaja,Stan,1,6,5,0,CG,Beograd,Opština Čukarica,Golf,36,DA,DA,,DA,Stara gradnja,90000,44.7709,20.4182,0.06301745789859044,2.0
4303,75401,Prodaja,Stan,3,1,0,0,EG,Beograd,Opština Zvezdara,Zvezdarska šuma,105,DA,DA,DA,,Novogradnja,173000,44.8065,20.4988,0.04929787013654836,1.0
4305,75403,Prodaja,Stan,2,2,1,0,TA,Beograd,Opština Zemun,Kej,51,,DA,DA,,Stara gradnja,117000,44.8435,20.416,0.04161249812255759,2.0
4306,75404,Prodaja,Stan,3,3,1,0,CG,Beograd,Opština Vračar,Gradić Pejton,76,,DA,DA,,Stara gradnja,155000,44.7967,20.4701,0.03217530108639227,2.0
4308,75407,Prodaja,Stan,4,5,5,0,Gas,Beograd,Opština Rakovica,Petlovo brdo,104,,DA,DA,,Novogradnja,95000,44.719737,20.429666,0.10646254611364515,1.0
4309,75408,Prodaja,Stan,3,3,1,0,CG,Beograd,Opština Vračar,Čubura,76,,DA,DA,,Stara gradnja,155000,44.7967,20.4701,0.03217530108639227,2.0
4310,75409,Prodaja,Stan,3,4,3,0,TA,Beograd,Opština Vračar,SC Vračar,72,,DA,DA,,Stara gradnja,135000,44.7996,20.4762,0.03373084641689448,2.0
4312,75411,Prodaja,Stan,1,14,0,0,CG,Beograd,Opština Novi Beograd,Blok 64,33,,DA,,DA,Stara gradnja,39000,44.8087,20.3823,0.07188247352449663,2.0
4313,75412,Prodaja,Stan,4,7,3,0,CG,Beograd,Opština Novi Beograd,Blok 29,102,DA,DA,DA,DA,Stara gradnja,199500,44.815423,20.415005,0.0384953601619723,2.0
4314,75413,Prodaja,Stan,3,4,3,0,TA,Beograd,Opština Vračar,Maksima Gorkog,72,,DA,DA,,Stara gradnja,135000,44.7996,20.4762,0.03373084641689448,2.0
4319,75418,Prodaja,Stan,4,4,3,0,CG,Beograd,Opština Palilula,Centar,110,,DA,DA,DA,Stara gradnja,193000,44.808893,20.480787,0.031839507188398605,2.0
4321,75420,Prodaja,Stan,3,9,9,0,CG,Beograd,Opština Vračar,SC Vračar,88,,DA,,DA,Stara gradnja,193000,44.8017,20.4816,0.03640054944640589,2.0
4328,75430,Prodaja,Stan,3,4,2,0,Kaljeva peć,Beograd,Opština Palilula,Centar,60,,DA,,,Stara gradnja,118000,44.8066,20.4795,0.031875068627377746,2.0
4331,75433,Prodaja,Stan,1,5,1,0,CG,Beograd,Opština Vračar,Maksima Gorkog,50,,DA,DA,DA,Stara gradnja,94000,44.7939,20.4938,0.05084761547998183,2.0
4332,75434,Prodaja,Stan,1,5,1,0,CG,Beograd,Opština Vračar,Gradić Pejton,50,,DA,DA,DA,Stara gradnja,94000,44.7939,20.4938,0.05084761547998183,2.0
4334,75438,Prodaja,Stan,1,5,1,0,CG,Beograd,Opština Vračar,Čubura,50,,DA,DA,DA,Stara gradnja,94000,44.7939,20.4938,0.05084761547998183,2.0
4335,75440,Prodaja,Stan,3,7,4,0,EG,Beograd,Opština Voždovac,Banjica,79,,DA,DA,DA,Novogradnja,147000,44.7624,20.4839,0.06882862776490771,1.0
4336,75441,Prodaja,Stan,4,7,7,0,CG,Beograd,Opština Čukarica,Banovo brdo,105,,DA,DA,DA,Novogradnja,145000,44.7721,20.4115,0.06596794676204548,1.0
4337,75442,Prodaja,Stan,3,4,0,0,CG,Beograd,Opština Voždovac,Autokomanda,122,,,DA,DA,Novogradnja,201300,44.7925,20.4614,0.03241727934297316,1.0
4338,75444,Prodaja,Stan,3,4,0,0,CG,Beograd,Opština Savski venac,Stadion Crvene zvezde,122,,,DA,DA,Novogradnja,201300,44.7925,20.4614,0.03241727934297316,1.0
4339,75445,Prodaja,Stan,1,14,0,0,CG,Beograd,Opština Novi Beograd,Blok 61,33,,DA,,DA,Stara gradnja,39000,44.8087,20.3823,0.07188247352449663,2.0
4340,75446,Prodaja,Stan,1,14,0,0,CG,Beograd,Opština Novi Beograd,Blok 62,33,,DA,,DA,Stara gradnja,39000,44.8087,20.3823,0.07188247352449663,2.0
4341,75448,Prodaja,Stan,1,7,0,0,TA,Beograd,Opština Savski venac,Ekonomski fakultet,35,,DA,,DA,Stara gradnja,60000,44.8125,20.4559,0.011676043850553494,2.0
4343,75450,Prodaja,Stan,4,7,7,0,EG,Beograd,Opština Vračar,Slavija,89,DA,DA,DA,DA,Stara gradnja,196000,44.803153,20.46699,0.025084882080647446,2.0
4345,75452,Prodaja,Stan,3,4,0,0,CG,Beograd,Opština Savski venac,Topčider,122,,,DA,DA,Novogradnja,201300,44.7925,20.4614,0.03241727934297316,1.0
4346,75453,Prodaja,Stan,3,3,2,0,TA,Beograd,Opština Stari grad,Kosančićev venac,100,,DA,DA,,Stara gradnja,500000,44.8163,20.4518,0.007443117626375587,2.0
4347,75454,Prodaja,Stan,2,4,4,0,CG,Beograd,Opština Voždovac,Autokomanda,40,,DA,,,Stara gradnja,87000,44.7877,20.4659,0.038378249048127824,2.0
4348,75455,Prodaja,Stan,1,7,0,0,CG,Beograd,Opština Čukarica,Banovo brdo,24,,DA,DA,DA,Stara gradnja,45000,44.7796,20.4175,0.056363285922664375,2.0
4349,75456,Prodaja,Stan,2,4,3,0,CG,Beograd,Opština Zemun,Retenzija,64,,DA,DA,,Stara gradnja,113000,44.8355,20.4146,0.03978994847948463,2.0
4350,75457,Prodaja,Stan,5,23,22,0,EG,Beograd,Opština Savski venac,Beograd na vodi,145,DA,DA,DA,DA,Novogradnja,539000,44.8122,20.4511,0.01159741350474834,1.0
4353,75460,Prodaja,Stan,3,5,2,0,EG,Beograd,Opština Voždovac,Darvinova pošta,78,DA,DA,,DA,Novogradnja,165000,44.7716,20.4831,0.06037101953752564,1.0
4355,75462,Prodaja,Stan,3,0,0,0,CG,Beograd,Opština Palilula,Borča,73,DA,DA,,,Stara gradnja,70000,44.885,20.455,0.061346964065057547,2.0
4356,75463,Prodaja,Stan,2,5,5,0,TA,Beograd,Opština Vračar,Maksima Gorkog,34,,DA,DA,DA,Stara gradnja,88880,44.794947,20.478111,0.03843886223602365,2.0
4357,75467,Prodaja,Stan,5,3,2,0,Gas,Beograd,Opština Čukarica,Banovo brdo,160,,,,,Novogradnja,256143,44.776,20.4153,0.060552291451274096,1.0
4360,75470,Prodaja,Stan,1,6,3,0,CG,Beograd,Opština Vračar,Krunska,34,,DA,,DA,Stara gradnja,105000,44.801319,20.470363,0.02857329749959007,2.0
4365,75475,Prodaja,Stan,3,5,5,0,EG,Beograd,Opština Voždovac,FON - Bilećka,82,,DA,DA,,Novogradnja,162500,44.7666,20.4808,0.06368398542805347,1.0
4374,75485,Prodaja,Stan,3,23,20,0,EG,Beograd,Opština Savski venac,Beograd na vodi,82,DA,DA,DA,DA,Novogradnja,283000,44.8122,20.4511,0.01159741350474834,1.0
4381,75498,Prodaja,Stan,1,4,2,0,TA,Beograd,Opština Stari grad,Politika,28,,DA,DA,DA,Stara gradnja,68000,44.8157,20.4646,0.014422205101857818,2.0
4382,75499,Prodaja,Stan,2,3,3,0,EG,Beograd,Opština Zemun,Save Kovačevića,58,,DA,DA,,Novogradnja,96900,44.8431,20.3888,0.06668433099311986,1.0
4383,75501,Prodaja,Stan,4,23,15,0,EG,Beograd,Opština Savski venac,Beograd na vodi,139,DA,DA,DA,DA,Novogradnja,662000,44.8122,20.4511,0.01159741350474834,1.0
4385,75510,Prodaja,Stan,2,4,3,0,CG,Beograd,Opština Voždovac,Banjica,46,DA,,DA,DA,Novogradnja,73600,44.76001,20.476706,0.0680993049597434,1.0
4386,75511,Prodaja,Stan,1,23,5,0,CG,Beograd,Opština Savski venac,Beograd na vodi,30,,DA,,DA,Novogradnja,125000,44.8039,20.45,0.019969977466190284,1.0
4388,75513,Prodaja,Stan,2,4,1,0,CG,Beograd,Opština Voždovac,Banjica,45,DA,,DA,DA,Novogradnja,72208,44.760552,20.477308,0.06780969818544166,1.0
4389,75514,Prodaja,Stan,2,4,3,0,CG,Beograd,Opština Voždovac,Banjica,41,DA,,DA,DA,Novogradnja,65184,44.75703,20.478552,0.07154296054819284,1.0
4391,75516,Prodaja,Stan,3,4,1,0,CG,Beograd,Opština Voždovac,Banjica,61,DA,,DA,DA,Novogradnja,98304,44.760266,20.477613,0.06818740737849018,1.0
4392,75517,Prodaja,Stan,3,4,4,0,CG,Beograd,Opština Voždovac,Banjica,71,DA,,DA,DA,Novogradnja,113872,44.760087,20.477918,0.06846615874284463,1.0
4393,75518,Prodaja,Stan,3,4,4,0,CG,Beograd,Opština Voždovac,Banjica,59,DA,,DA,DA,Novogradnja,94160,44.759616,20.477215,0.06864879664641022,1.0
4394,75520,Prodaja,Stan,2,4,2,0,CG,Beograd,Opština Voždovac,Banjica,45,DA,,DA,DA,Novogradnja,72768,44.759836,20.478072,0.06875633265380239,1.0
4399,75527,Prodaja,Stan,2,2,1,0,TA,Beograd,Opština Rakovica,Labudovo brdo,67,,DA,DA,,Stara gradnja,51000,44.72593,20.424929,0.10161032005166057,2.0
4402,75531,Prodaja,Stan,4,12,6,0,CG,Beograd,Opština Rakovica,Vidikovac,84,,DA,DA,DA,Stara gradnja,89900,44.7388,20.4184,0.0915295034401527,2.0
4403,75533,Prodaja,Stan,3,4,4,0,CG,Beograd,Opština Voždovac,Banjica,69,DA,,DA,DA,Novogradnja,110896,44.75958,20.477215,0.06868240404208614,1.0
4404,75534,Prodaja,Stan,4,4,2,0,Gas,Beograd,Opština Čukarica,Banovo brdo,102,,DA,,DA,Novogradnja,235000,44.777798,20.41569,0.0589011180199527,1.0
4405,75535,Prodaja,Stan,3,5,4,0,CG,Beograd,Opština Novi Beograd,Paviljoni,54,,,,,Stara gradnja,126000,44.8297,20.408,0.04500177774266169,2.0
4406,75536,Prodaja,Stan,2,4,2,0,CG,Beograd,Opština Voždovac,Banjica,41,DA,,DA,DA,Novogradnja,66320,44.759868,20.477314,0.06844929524838521,1.0
4407,75541,Prodaja,Stan,4,6,6,0,CG,Beograd,Opština Novi Beograd,Bežanijska kosa 1,95,DA,DA,DA,DA,Stara gradnja,145000,44.82,20.381,0.07169553682064198,2.0
4408,75544,Prodaja,Stan,2,3,0,0,CG,Beograd,Opština Vračar,Kalenić pijaca,57,,DA,,,Stara gradnja,128000,44.802228,20.472769,0.029459045215350914,2.0
4409,75545,Prodaja,Stan,3,6,3,0,CG,Beograd,Opština Novi Beograd,Stari Merkator,83,,DA,DA,DA,Stara gradnja,145000,44.8329,20.4045,0.04897193073588329,2.0
4410,75547,Prodaja,Stan,4,5,3,0,CG,Beograd,Opština Vračar,Crveni krst,92,,,,DA,Novogradnja,193473,44.796,20.4822,0.040539486923246514,1.0
4411,75548,Prodaja,Stan,3,5,1,0,CG,Beograd,Opština Vračar,Crveni krst,61,,,,DA,Novogradnja,129465,44.796,20.4822,0.040539486923246514,1.0
4412,75549,Prodaja,Stan,3,7,6,0,CG,Beograd,Opština Novi Beograd,Bežanijska kosa 2,78,DA,DA,DA,DA,Stara gradnja,114900,44.814821,20.373406,0.07969018933971847,2.0
4413,75551,Prodaja,Stan,3,3,2,0,EG,Beograd,Opština Zemun,Prvomajska,81,DA,DA,DA,,Novogradnja,157900,44.8486,20.389384,0.06794315753628058,1.0
4414,75553,Prodaja,Stan,3,5,0,0,CG,Beograd,Opština Vračar,Čubura,76,,DA,,DA,Stara gradnja,139900,44.7955,20.4815,0.040378831087592285,2.0
4415,75555,Prodaja,Stan,2,3,1,0,EG,Beograd,Opština Novi Beograd,Ledine,60,DA,DA,DA,,Novogradnja,69000,44.802289,20.357245,0.09772925327659211,1.0
4416,75556,Prodaja,Stan,4,6,1,0,CG,Beograd,Opština Vračar,Cvetni trg,121,,DA,DA,DA,Stara gradnja,339000,44.80562,20.465519,0.02222131771520706,2.0
4417,75560,Prodaja,Stan,2,4,4,0,TA,Beograd,Opština Stari grad,Centar,23,,,,,Stara gradnja,65000,44.81948,20.46313,0.011344130640997369,2.0
4418,75563,Prodaja,Stan,3,4,0,0,CG,Beograd,Opština Vračar,Čubura,69,,DA,,DA,Novogradnja,2500,44.79583,20.479591,0.0387975641116803,1.0
4419,75565,Prodaja,Stan,2,5,0,0,EG,Beograd,Opština Stari grad,Dunavski kej,46,,DA,,,Stara gradnja,74900,44.828071,20.458661,0.007472707809086279,2.0
4420,75566,Prodaja,Stan,3,4,3,0,CG,Beograd,Opština Vračar,Čubura,75,,DA,,DA,Novogradnja,189400,44.796012,20.479704,0.038745995405981504,1.0
4423,75571,Prodaja,Stan,2,6,4,0,CG,Beograd,Opština Vračar,Čubura,62,,DA,,DA,Stara gradnja,125000,44.798068,20.479854,0.03741363307672809,2.0
4424,75573,Prodaja,Stan,3,4,1,0,CG,Beograd,Opština Vračar,Crveni krst,67,,DA,DA,DA,Novogradnja,168000,44.796728,20.483113,0.04072507769176116,1.0
4426,75576,Prodaja,Stan,4,2,1,0,Gas,Beograd,Opština Čukarica,Žarkovo,75,DA,DA,DA,,Stara gradnja,102000,44.761559,20.416612,0.07180974881588484,2.0
4427,75579,Prodaja,Stan,2,5,5,0,CG,Beograd,Opština Vračar,Južni bulevar,34,,DA,DA,DA,Stara gradnja,99500,44.793683,20.478799,0.039842287710420976,2.0
4428,75580,Prodaja,Stan,3,3,2,0,Norveški radijatori,Beograd,Opština Palilula,27. marta,62,DA,DA,DA,,Stara gradnja,135000,44.811466,20.474507,0.02509158036074915,2.0
4429,75581,Prodaja,Stan,3,2,0,0,TA,Beograd,Opština Palilula,Višnjička Banja,65,DA,DA,,,Novogradnja,66000,44.815058,20.541754,0.08957186991461182,1.0
4430,75582,Prodaja,Stan,2,7,1,0,CG,Beograd,Opština Novi Beograd,Arena,76,DA,DA,DA,DA,Novogradnja,170000,44.813,20.423,0.0314745929282671,1.0
4432,75585,Prodaja,Stan,3,3,0,0,TA,Beograd,Opština Vračar,Kalenić pijaca,60,,DA,,,Stara gradnja,82000,44.8033,20.4731,0.028920753793772805,2.0
4433,75586,Prodaja,Stan,3,3,0,0,TA,Beograd,Opština Vračar,Hram svetog Save,76,,DA,DA,,Stara gradnja,155000,44.797,20.472,0.03300378766142334,2.0
4434,75587,Prodaja,Stan,4,2,2,0,EG,Beograd,Opština Vračar,Neimar,108,,DA,DA,,Stara gradnja,218000,44.793843,20.475618,0.037699718473750005,2.0
4435,75588,Prodaja,Stan,3,3,1,0,CG,Beograd,Opština Zvezdara,Denkova bašta,70,,DA,DA,,Novogradnja,115500,44.789624,20.50776,0.06483671318011122,1.0
4436,75589,Prodaja,Stan,3,19,0,0,CG,Beograd,Opština Novi Beograd,Blok 62,55,,DA,,DA,Stara gradnja,93000,44.804143,20.382189,0.0730765705955059,2.0
4437,75590,Prodaja,Stan,3,1,0,0,Gas,Beograd,Opština Rakovica,Petlovo brdo,82,DA,DA,,,Stara gradnja,81000,44.719692,20.423065,0.10812021221307337,2.0
4441,75595,Prodaja,Stan,3,2,0,0,TA,Beograd,Opština Palilula,Višnjička Banja,65,DA,DA,,,Novogradnja,66000,44.810476,20.547738,0.09605265857850975,1.0
4442,75596,Prodaja,Stan,3,23,13,0,CG,Beograd,Opština Savski venac,Beograd na vodi,82,DA,,DA,DA,Novogradnja,243888,44.81234,20.451152,0.011451912678678448,1.0
4444,75598,Prodaja,Stan,3,0,25,0,CG,Beograd,Opština Savski venac,Beograd na vodi,91,DA,,,DA,Novogradnja,716888,44.812195,20.451052,0.011608674730562098,1.0
4446,75600,Prodaja,Stan,2,23,20,0,CG,Beograd,Opština Savski venac,Beograd na vodi,55,DA,,DA,DA,Novogradnja,184888,44.812267,20.451102,0.011530719535228127,1.0
4448,75602,Prodaja,Stan,2,4,4,0,,Beograd,Opština Stari grad,Politika,36,,DA,,,Stara gradnja,92000,44.817,20.468,0.016794344286098745,2.0
4452,75607,Prodaja,Stan,2,7,7,0,CG,Beograd,Opština Novi Beograd,Tošin bunar,36,,,DA,DA,Novogradnja,89425,44.8137,20.3892,0.06418379857877132,1.0
4453,75608,Prodaja,Stan,1,11,4,0,CG,Beograd,Opština Novi Beograd,Blok 67a (A blok),33,,DA,,DA,Novogradnja,110000,44.8054,20.4077,0.048486080476775016,1.0
4454,75609,Prodaja,Stan,2,23,22,0,CG,Beograd,Opština Savski venac,Beograd na vodi,55,DA,,DA,DA,Novogradnja,193888,44.812357,20.451076,0.011444921362774078,1.0
4455,75611,Prodaja,Stan,2,5,1,0,EG,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,54,,DA,DA,DA,Novogradnja,106462,44.792093,20.512027,0.06730951476574468,1.0
4456,75612,Prodaja,Stan,2,8,2,0,CG,Beograd,Opština Palilula,Hala Pionir,53,,,DA,DA,Novogradnja,111300,44.816565,20.486139,0.03428954280826952,1.0
