,id,tip_ponude,tip_nekretnine,broj_soba,spratnost,sprat,povrsina_placa,grejanje,grad,lokacija,mikrolokacija,kvadratura,parking,uknjizenost,terasa,lift,tip_objekta,cena,x_pos,y_pos,udaljenost_od_centra,tip_objekta_klasa
0,68933,Prodaja,Stan,2,3,1,0,,Beograd,Opština Vračar,Neimar,58,,DA,,,Stara gradnja,142000,44.7925,20.4679,0.03474953237095912,2.0
1,68934,Prodaja,Stan,2,3,1,0,CG,Beograd,Opština Zvezdara,Učiteljsko naselje,60,DA,,DA,DA,Novogradnja,103988,44.789613,20.50806,0.06509788912860366,1.0
5,68938,Prodaja,Stan,5,7,7,0,CG,Beograd,Opština Zvezdara,Cvetkova pijaca,143,,,DA,DA,Novogradnja,284700,44.791475,20.510572,0.06632649100472746,1.0
6,68939,Prodaja,Stan,1,5,1,0,TA,Beograd,Opština Novi Beograd,Blok 60,37,,DA,,,Stara gradnja,61000,44.812425,20.385521,0.06801998137312347,2.0
7,68940,Prodaja,Stan,4,5,1,0,CG,Beograd,Opština Vračar,Crveni krst,109,DA,DA,DA,DA,Novogradnja,196000,44.793645,20.491945,0.04951092859157794,1.0
8,68941,Prodaja,Stan,1,4,0,0,Toplotne pumpe,Beograd,Opština Voždovac,Lekino brdo,40,,DA,DA,,Novogradnja,85000,44.79106,20.483143,0.044701727584064585,1.0
9,68942,Prodaja,Stan,1,7,1,0,CG,Beograd,Opština Novi Beograd,Blok 67a (A blok),33,,,,DA,Novogradnja,106000,44.806744,20.400063,0.05520545539165593,1.0
11,68944,Prodaja,Stan,3,6,1,0,EG,Beograd,Opština Stari grad,Dorćol,105,,DA,,DA,Novogradnja,288750,44.8225,20.4571,0.004657252408879282,1.0
12,68945,Prodaja,Stan,3,10,7,0,CG,Beograd,Opština Novi Beograd,Hotel Hyatt,90,DA,DA,DA,DA,Novogradnja,315000,44.809441,20.434579,0.022979893863987078,1.0
14,68947,Prodaja,Stan,2,4,2,0,EG,Beograd,Opština Vračar,Hram svetog Save,66,,DA,DA,,Stara gradnja,212100,44.799835,20.467871,0.028332696059499642,2.0
15,68948,Prodaja,Stan,3,3,1,0,EG,Beograd,Opština Voždovac,Hotel M,68,,DA,DA,DA,Novogradnja,150000,44.7681,20.4785,0.061336530713764735,1.0
16,68949,Prodaja,Stan,3,3,1,0,CG,Beograd,Opština Zvezdara,Vukov Spomenik,72,,DA,,,Stara gradnja,142000,44.804766,20.479864,0.0331937050056181,2.0
17,68950,Prodaja,Stan,2,3,1,0,CG,Beograd,Opština Zvezdara,Učiteljsko naselje,55,DA,,DA,DA,Novogradnja,95360,44.789415,20.508098,0.06523411093132402,1.0
18,68951,Prodaja,Stan,2,4,3,0,CG,Beograd,Opština Novi Beograd,Blok 61,53,,DA,DA,,Stara gradnja,110000,44.802,20.3711,0.08433943324448195,2.0
19,68952,Prodaja,Stan,3,4,1,0,EG,Beograd,Opština Zemun,Altina,57,DA,,DA,,Novogradnja,62700,44.850344,20.35916,0.0971644808353344,1.0
21,68956,Prodaja,Stan,4,6,5,0,EG,Beograd,Opština Vračar,Neimar,86,DA,,DA,DA,Novogradnja,229000,44.79286,20.472605,0.03676010915381436,1.0
22,68957,Prodaja,Stan,5,6,5,0,CG,Beograd,Opština Vračar,Neimar,153,DA,,DA,DA,Novogradnja,382400,44.792815,20.472611,0.03680113240105953,1.0
23,68958,Prodaja,Stan,3,7,1,0,CG,Beograd,Opština Novi Beograd,Stari Merkator,64,DA,DA,,DA,Stara gradnja,160000,44.8309,20.4096,0.04359862383149151,2.0
24,68959,Prodaja,Stan,2,9,7,0,CG,Beograd,Opština Novi Beograd,Hotel Jugoslavija,49,,DA,DA,DA,Stara gradnja,107000,44.8329,20.4045,0.04897193073588329,2.0
25,68960,Prodaja,Stan,3,5,2,0,CG,Beograd,Opština Stari grad,Kalemegdan,68,,DA,,DA,Stara gradnja,204000,44.8237,20.4526,0.0,2.0
26,68961,Prodaja,Stan,2,5,4,0,CG,Beograd,Opština Zvezdara,Mirijevo,71,,DA,DA,DA,Stara gradnja,75000,44.790244,20.547905,0.10100666790365882,2.0
28,68963,Prodaja,Stan,1,10,5,0,CG,Beograd,Opština Zvezdara,Mirijevo,41,,DA,DA,DA,Stara gradnja,52000,44.789312,20.531105,0.08570629830415011,2.0
29,68964,Prodaja,Stan,2,13,3,0,CG,Beograd,Opština Savski venac,Beograd na vodi,53,,,,,Novogradnja,150888,44.808969,20.449826,0.014989911173857295,1.0
32,68967,Prodaja,Stan,1,7,0,0,CG,Beograd,Opština Vračar,Bulevar kralja Aleksandra,40,DA,DA,DA,DA,Stara gradnja,110000,44.807245,20.470245,0.024127019086492063,2.0
33,68968,Prodaja,Stan,3,4,1,0,Toplotne pumpe,Beograd,Opština Zvezdara,Cvetkova pijaca,56,,DA,DA,DA,Novogradnja,113000,44.791376,20.509592,0.06552044749542155,1.0
34,68969,Prodaja,Stan,2,5,4,0,CG,Beograd,Opština Novi Beograd,Paviljoni,65,,DA,DA,DA,Stara gradnja,110000,44.833518,20.401305,0.052226144305317794,2.0
35,68970,Prodaja,Stan,3,4,1,0,Norveški radijatori,Beograd,Opština Palilula,Botanička bašta,68,,DA,DA,,Stara gradnja,145000,44.812771,20.478858,0.028441617482133832,2.0
38,68974,Prodaja,Stan,2,8,1,0,CG,Beograd,Opština Vračar,Neimar,67,,DA,,DA,Stara gradnja,146000,44.795184,20.468218,0.032512831005622786,2.0
39,68975,Prodaja,Stan,3,6,4,0,EG,Beograd,Opština Vračar,Neimar,69,DA,,DA,DA,Novogradnja,172500,44.792921,20.472611,0.036712218156904744,1.0
40,68976,Prodaja,Stan,4,3,3,0,CG,Beograd,Opština Zvezdara,Bulbulder,123,DA,,DA,DA,Novogradnja,246000,44.801744,20.495646,0.048322086585744224,1.0
41,68977,Prodaja,Stan,3,10,5,0,CG,Beograd,Opština Novi Beograd,Blok 70 (kineski tržni centar),67,DA,DA,,DA,Stara gradnja,129000,44.801189,20.39299,0.06371889218277403,2.0
43,68979,Prodaja,Stan,3,5,1,0,CG,Beograd,Opština Vračar,Hram svetog Save,110,,DA,DA,,Stara gradnja,319000,44.796363,20.471992,0.0335165814635107,2.0
44,68980,Prodaja,Stan,3,5,2,0,CG,Beograd,Opština Stari grad,Atelje 212,81,,DA,,DA,Stara gradnja,200000,44.813676,20.468642,0.018916298263666392,2.0
46,68983,Prodaja,Stan,5,4,1,0,EG,Beograd,Opština Vračar,Hram svetog Save,130,DA,DA,DA,,Stara gradnja,300000,44.800862,20.468027,0.02756023535821083,2.0
47,68984,Prodaja,Stan,3,4,3,0,Kaljeva peć,Beograd,Opština Stari grad,Studentski trg,72,,DA,DA,,Stara gradnja,208000,44.822981,20.456835,0.004295600772885731,2.0
48,68986,Prodaja,Stan,2,2,1,0,EG,Beograd,Opština Novi Beograd,Ledine,1,DA,DA,DA,,Novogradnja,1399,44.797459,20.328975,0.1263793128087033,1.0
49,68987,Prodaja,Stan,3,5,0,0,EG,Beograd,Opština Stari grad,Obilićev venac,84,,DA,DA,DA,Stara gradnja,250000,44.815811,20.458132,0.009635317586882018,2.0
50,68988,Prodaja,Stan,4,0,4,0,CG,Beograd,Opština Vračar,Krunska,186,,DA,DA,,Stara gradnja,370000,44.803443,20.469295,0.026250125218748713,2.0
51,68989,Prodaja,Stan,3,7,6,0,CG,Beograd,Opština Rakovica,Vidikovac,76,,DA,DA,DA,Stara gradnja,110000,44.743449,20.425096,0.08483332492010835,2.0
52,68990,Prodaja,Stan,5,3,3,0,Toplotne pumpe,Beograd,Opština Voždovac,Braće Jerković,127,,DA,DA,,Novogradnja,188000,44.768278,20.490284,0.0670200114891061,1.0
53,68991,Prodaja,Stan,4,4,0,0,EG,Beograd,Opština Voždovac,Kumodraška,119,,DA,DA,DA,Novogradnja,220150,44.778078,20.480056,0.0532465850548201,1.0
55,68993,Prodaja,Stan,3,6,5,0,CG,Beograd,Opština Vračar,Crveni krst,66,,,DA,DA,Novogradnja,138000,44.7931,20.4915,0.04949313083650943,1.0
56,68994,Prodaja,Stan,4,5,1,0,CG,Beograd,Opština Vračar,Crveni krst,107,,,DA,DA,Novogradnja,241380,44.794712,20.485786,0.044063757669998475,1.0
57,68996,Prodaja,Stan,4,0,3,0,CG,Beograd,Opština Voždovac,Lekino brdo,72,DA,,DA,DA,Novogradnja,153900,44.788531,20.482484,0.04615096983813214,1.0
58,68997,Prodaja,Stan,2,23,18,0,CG,Beograd,Opština Savski venac,Beograd na vodi,56,,DA,,DA,Novogradnja,250000,44.808923,20.449626,0.015073301065130941,1.0
59,68998,Prodaja,Stan,2,13,10,0,CG,Beograd,Opština Novi Beograd,Blok 67 (Belvil),51,DA,DA,,DA,Stara gradnja,138000,44.8053,20.4086,0.04769234739452476,2.0
60,68999,Prodaja,Stan,2,4,1,0,CG,Beograd,Opština Vračar,Čubura,61,,DA,DA,DA,Stara gradnja,125000,44.7961,20.4765,0.03650986168146949,2.0
63,69002,Prodaja,Stan,2,5,1,0,CG,Beograd,Opština Vračar,Crveni krst,52,,,DA,DA,Novogradnja,126768,44.794705,20.485787,0.044069116101868686,1.0
64,69003,Prodaja,Stan,3,7,1,0,CG,Beograd,Opština Zvezdara,Vukov Spomenik,66,,DA,DA,DA,Novogradnja,162030,44.804904,20.478476,0.031982135513440625,1.0
65,69004,Prodaja,Stan,1,22,17,0,CG,Beograd,Opština Savski venac,Beograd na vodi,22,,DA,,DA,Novogradnja,94500,44.8039,20.45,0.019969977466190284,1.0
66,69005,Prodaja,Stan,3,5,1,0,CG,Beograd,Opština Vračar,Crveni krst,67,,,DA,DA,Novogradnja,155112,44.79466,20.485786,0.044097984035556016,1.0
67,69006,Prodaja,Stan,3,7,1,0,CG,Beograd,Opština Voždovac,Ustanička,50,,DA,,DA,Stara gradnja,84000,44.783776,20.490388,0.054971435491533806,2.0
68,69007,Prodaja,Stan,4,6,5,0,CG,Beograd,Opština Vračar,Krunska,100,,DA,,DA,Stara gradnja,210000,44.803155,20.473601,0.029379227797887354,2.0
69,69008,Prodaja,Stan,3,0,2,0,Podno,Beograd,Opština Vračar,Čubura,140,,,,DA,Novogradnja,420000,44.796484,20.475022,0.03526268197400901,1.0
70,69009,Prodaja,Stan,4,7,6,0,CG,Beograd,Opština Zvezdara,Vukov Spomenik,86,,DA,DA,DA,Novogradnja,211130,44.804341,20.478841,0.03260921590593672,1.0
71,69010,Prodaja,Stan,4,0,1,0,,Beograd,Opština Savski venac,Humska,132,,DA,DA,DA,Novogradnja,277200,44.791346,20.461157,0.0334664543237004,1.0
75,69014,Prodaja,Stan,3,0,2,0,EG,Beograd,Opština Voždovac,Kumodraška,78,,DA,DA,DA,Novogradnja,165000,44.77757,20.480107,0.053708583569113684,1.0
76,69016,Prodaja,Stan,3,7,7,0,CG,Beograd,Opština Vračar,Crveni krst,89,,DA,DA,,Stara gradnja,170000,44.794588,20.491857,0.04887351627415633,2.0
78,69018,Prodaja,Stan,4,7,1,0,CG,Beograd,Opština Zvezdara,Cvetkova pijaca,94,,,DA,DA,Novogradnja,170064,44.791478,20.510402,0.06617649498122537,1.0
80,69021,Prodaja,Stan,3,5,5,0,CG,Beograd,Opština Stari grad,Topličin venac,96,,DA,DA,DA,Stara gradnja,278000,44.816763,20.454985,0.007335543197337896,2.0
81,69022,Prodaja,Stan,4,16,10,0,CG,Beograd,Opština Novi Beograd,Blok 38,85,,DA,,DA,Stara gradnja,160000,44.816679,20.401426,0.051653390179154594,2.0
82,69023,Prodaja,Stan,3,7,1,0,CG,Beograd,Opština Stari grad,Kalemegdan,89,,DA,DA,DA,Stara gradnja,188900,44.824868,20.457423,0.0049624140294802785,2.0
86,69030,Prodaja,Stan,3,4,1,0,CG,Beograd,Opština Vračar,Cvetni trg,70,,DA,,DA,Stara gradnja,195000,44.802594,20.470433,0.027631126017593235,2.0
87,69031,Prodaja,Stan,2,6,1,0,CG,Beograd,Opština Novi Beograd,Arena,38,,,,DA,Novogradnja,98000,44.8143,20.4214,0.03258527274705717,1.0
88,69032,Prodaja,Stan,2,4,3,0,EG,Beograd,Opština Voždovac,Lekino brdo,39,,DA,DA,DA,Novogradnja,104000,44.790144,20.482901,0.045212340538841454,1.0
89,69033,Prodaja,Stan,2,13,9,0,CG,Beograd,Opština Novi Beograd,Blok 67 (Belvil),68,,DA,,,Novogradnja,165000,44.806108,20.408723,0.047272292021861895,1.0
90,69034,Prodaja,Stan,3,3,1,0,CG,Beograd,Opština Stari grad,Centar,77,,DA,DA,,Stara gradnja,230000,44.813247,20.467018,0.01780853539738987,2.0
91,69035,Prodaja,Stan,2,0,0,0,,Beograd,Opština Zvezdara,Dimitrija Tucovića,38,,,,,Novogradnja,81900,44.800078,20.497839,0.051034948858601104,1.0
92,69036,Prodaja,Stan,1,2,1,0,CG,Beograd,Opština Palilula,Karaburma,37,,DA,DA,,Stara gradnja,59000,44.813353,20.500847,0.049344031229724784,2.0
94,69038,Prodaja,Stan,4,4,2,0,CG,Beograd,Opština Vračar,Hram svetog Save,128,,DA,DA,,Stara gradnja,280000,44.796203,20.469066,0.03205018198076655,2.0
95,69040,Prodaja,Stan,3,7,1,0,CG,Beograd,Opština Voždovac,Šumice,50,DA,DA,,DA,Stara gradnja,84000,44.783609,20.490877,0.05542938760260996,2.0
96,69041,Prodaja,Stan,2,18,13,0,CG,Beograd,Opština Novi Beograd,Blok 62,51,,DA,,DA,Stara gradnja,99000,44.804859,20.376024,0.07885979366572021,2.0
98,69043,Prodaja,Stan,5,2,0,0,CG,Beograd,Opština Zemun,Batajnica,114,,DA,DA,,Stara gradnja,135000,44.8951,20.2842,0.18291123530281075,2.0
99,69044,Prodaja,Stan,4,5,2,0,CG,Beograd,Opština Vračar,Cvetni trg,109,,DA,,,Stara gradnja,350000,44.807387,20.466864,0.02166969462175562,2.0
101,69046,Prodaja,Stan,4,3,2,0,Norveški radijatori,Beograd,Opština Palilula,Tašmajdan,100,DA,DA,DA,,Stara gradnja,199900,44.811892,20.474278,0.02468531036872151,2.0
102,69047,Prodaja,Stan,2,5,5,0,CG,Beograd,Opština Zvezdara,Zvezdarska šuma,48,,,,,Novogradnja,87984,44.81174,20.496416,0.04541897682687287,1.0
103,69048,Prodaja,Stan,2,5,5,0,CG,Beograd,Opština Zvezdara,Zvezdarska šuma,39,,,,,Novogradnja,71064,44.81174,20.496737,0.04572872586241582,1.0
104,69049,Prodaja,Stan,2,4,3,0,EG,Beograd,Opština Voždovac,Lekino brdo,39,,,DA,DA,Novogradnja,104000,44.790157,20.482184,0.04472522671826383,1.0
106,69051,Prodaja,Stan,3,7,5,0,CG,Beograd,Opština Čukarica,Banovo brdo,68,DA,DA,,DA,Stara gradnja,134000,44.771941,20.413298,0.0649895475057364,2.0
107,69052,Prodaja,Stan,2,8,1,0,CG,Beograd,Opština Savski venac,Palata pravde,40,DA,DA,,DA,Stara gradnja,99900,44.8017,20.451551,0.022024994914874533,2.0
108,69053,Prodaja,Stan,3,5,1,0,CG,Beograd,Opština Vračar,Kalenić pijaca,72,,DA,DA,,Stara gradnja,185000,44.798816,20.482399,0.038822594671145315,2.0
109,69058,Prodaja,Stan,3,5,3,0,CG,Beograd,Opština Vračar,SC Vračar,75,,DA,DA,,Stara gradnja,225000,44.800761,20.486021,0.040535921871842046,2.0
111,69061,Prodaja,Stan,4,5,3,0,CG,Beograd,Opština Vračar,Hram svetog Save,137,DA,DA,DA,DA,Novogradnja,370000,44.79806,20.472475,0.03244110394237689,1.0
112,69062,Prodaja,Stan,2,5,5,0,CG,Beograd,Opština Zvezdara,Zvezdarska šuma,40,,,,,Novogradnja,73674,44.811717,20.496479,0.04548581020494256,1.0
113,69064,Prodaja,Stan,4,6,2,0,CG,Beograd,Opština Palilula,Tašmajdan,98,DA,DA,DA,DA,Novogradnja,260000,44.807587,20.479072,0.03099024932135987,1.0
114,69065,Prodaja,Stan,3,6,3,0,TA,Beograd,Opština Novi Beograd,Paviljoni,47,,DA,DA,DA,Stara gradnja,97000,44.833253,20.408322,0.04529681106877304,2.0
115,69066,Prodaja,Stan,3,5,3,0,CG,Beograd,Opština Vračar,Kalenić pijaca,47,,DA,DA,,Stara gradnja,122000,44.800999,20.481313,0.036602892918459494,2.0
117,69068,Prodaja,Stan,4,5,4,0,CG,Beograd,Opština Zvezdara,Zvezdarska šuma,93,,,,,Novogradnja,156529,44.811724,20.496288,0.04529973421555647,1.0
118,69070,Prodaja,Stan,2,0,1,0,Podno,Beograd,Opština Vračar,Čubura,48,,,,DA,Novogradnja,144000,44.796332,20.475001,0.035366823790101434,1.0
120,69073,Prodaja,Stan,3,6,5,0,CG,Beograd,Opština Novi Beograd,Blok 64,78,DA,DA,DA,DA,Stara gradnja,124900,44.806621,20.388074,0.06674801058458733,2.0
121,69074,Prodaja,Stan,2,0,1,0,CG,Beograd,Opština Vračar,Hram svetog Save,67,,DA,DA,DA,Stara gradnja,146000,44.795449,20.466995,0.03170701856056894,2.0
122,69075,Prodaja,Stan,2,6,6,0,EG,Beograd,Opština Voždovac,Vojvode Stepe,53,,DA,DA,DA,Novogradnja,109150,44.77681,20.474281,0.05165982830982394,1.0
123,69076,Prodaja,Stan,3,8,5,0,,Beograd,Opština Novi Beograd,Tošin bunar,79,,,,,Novogradnja,166278,44.815423,20.395419,0.057776946007901675,1.0
124,69077,Prodaja,Stan,2,3,0,0,Podno,Beograd,Opština Zvezdara,Mirijevo,34,,DA,,,Novogradnja,45000,44.798171,20.52115,0.0731493837362948,1.0
125,69078,Prodaja,Stan,2,13,9,0,CG,Beograd,Opština Novi Beograd,Blok 67 (Belvil),68,DA,DA,DA,DA,Novogradnja,165000,44.807291,20.405201,0.050158952162101325,1.0
128,69081,Prodaja,Stan,2,7,1,0,CG,Beograd,Opština Zvezdara,Vukov Spomenik,39,,DA,DA,DA,Novogradnja,95745,44.804402,20.478927,0.0326423610206107,1.0
131,69084,Prodaja,Stan,3,4,3,0,EG,Beograd,Opština Stari grad,Knez Mihailova,58,,DA,,DA,Stara gradnja,189000,44.816942,20.458092,0.00870819315358069,2.0
133,69086,Prodaja,Stan,2,12,7,0,CG,Beograd,Opština Palilula,Botanička bašta,56,,DA,,DA,Stara gradnja,104000,44.817,20.4754,0.023764048476638735,2.0
135,69088,Prodaja,Stan,2,5,2,0,CG,Beograd,Opština Savski venac,Beograd na vodi,60,,,,,Novogradnja,190000,44.809937,20.45104,0.013851128798770358,1.0
136,69089,Prodaja,Stan,2,8,6,0,,Beograd,Opština Novi Beograd,Tošin bunar,54,,,,,Novogradnja,121680,44.815271,20.395213,0.058002722436108385,1.0
138,69093,Prodaja,Stan,4,0,0,0,EG,Beograd,Opština Stari grad,Dorćol,115,,DA,,DA,Novogradnja,219000,44.825536,20.459374,0.0070184023823083,1.0
140,69095,Prodaja,Stan,3,4,4,0,CG,Beograd,Opština Vračar,Neimar,83,,DA,,DA,Novogradnja,210000,44.795279,20.474797,0.03606189193594843,1.0
141,69096,Prodaja,Stan,4,0,0,0,Gas,Beograd,Opština Čukarica,Filmski grad,123,,DA,DA,,Stara gradnja,197776,44.752617,20.430251,0.07451356044372265,2.0
142,69097,Prodaja,Stan,3,4,3,0,EG,Beograd,Opština Stari grad,Centar,58,,DA,,DA,Stara gradnja,189000,44.816006,20.457821,0.00929819751349686,2.0
143,69098,Prodaja,Stan,5,5,4,0,,Beograd,Opština Stari grad,Dorćol,200,DA,DA,DA,,Stara gradnja,290000,44.825712,20.459935,0.0076059430053097244,2.0
144,69099,Prodaja,Stan,3,3,2,0,EG,Beograd,Opština Voždovac,Dušanovac,47,,,DA,DA,Novogradnja,78146,44.784302,20.478558,0.04718071818021004,1.0
145,69100,Prodaja,Stan,3,16,2,0,CG,Beograd,Opština Savski venac,Beograd na vodi,72,DA,,DA,DA,Novogradnja,213888,44.808832,20.44953,0.015181644311470439,1.0
146,69101,Prodaja,Stan,4,6,3,0,CG,Beograd,Opština Stari grad,Knez Mihailova,115,DA,DA,DA,DA,Stara gradnja,475000,44.818848,20.453821,0.0050032734284665035,2.0
147,69103,Prodaja,Stan,5,4,4,0,TA,Beograd,Opština Stari grad,Centar,186,DA,DA,DA,,Stara gradnja,290000,44.821793,20.456327,0.004186547264754185,2.0
148,69104,Prodaja,Stan,2,0,5,0,CG,Beograd,Opština Voždovac,Saobraćajni fakultet,52,,DA,DA,DA,Stara gradnja,83200,44.766952,20.481081,0.0634941167747047,2.0
149,69105,Prodaja,Stan,2,5,2,0,CG,Beograd,Opština Stari grad,Centar,61,DA,DA,,DA,Stara gradnja,150000,44.814445,20.465159,0.015600753379245704,2.0
151,69107,Prodaja,Stan,3,3,3,0,Podno,Beograd,Opština Voždovac,FON - Bilećka,72,,,DA,,Novogradnja,110000,44.766654,20.479454,0.06305064180482206,1.0
154,69110,Prodaja,Stan,3,0,2,0,CG,Beograd,Opština Voždovac,Autokomanda,70,,DA,DA,DA,Novogradnja,182000,44.782581,20.46743,0.043711566672908826,1.0
155,69111,Prodaja,Stan,5,4,4,0,CG,Beograd,Opština Voždovac,Lekino brdo,310,,DA,DA,DA,Novogradnja,450000,44.788947,20.489055,0.05036604048364483,1.0
156,69112,Prodaja,Stan,3,11,5,0,CG,Beograd,Opština Novi Beograd,Blok 23,70,,DA,DA,DA,Stara gradnja,125000,44.809399,20.425819,0.030360180533061353,2.0
157,69113,Prodaja,Stan,3,7,4,0,EG,Beograd,Opština Stari grad,Centar,83,,DA,,DA,Stara gradnja,219000,44.815525,20.462767,0.013046015253708897,2.0
158,69114,Prodaja,Stan,2,3,2,0,TA,Beograd,Opština Palilula,Borča,55,DA,DA,DA,,Stara gradnja,53000,44.873389,20.463838,0.05094398261816647,2.0
159,69115,Prodaja,Stan,3,5,2,0,EG,Beograd,Opština Stari grad,Centar,73,,DA,DA,,Stara gradnja,169000,44.815652,20.468813,0.018100598691757466,2.0
160,69116,Prodaja,Stan,5,6,6,0,CG,Beograd,Opština Novi Beograd,Arena,220,,DA,DA,DA,Novogradnja,495000,44.814909,20.422806,0.0310638715713283,1.0
161,69117,Prodaja,Stan,4,0,3,0,,Beograd,Opština Stari grad,Atelje 212,137,,DA,DA,DA,Stara gradnja,286000,44.813827,20.468788,0.018961209692421183,2.0
162,69118,Prodaja,Stan,1,4,1,0,EG,Beograd,Opština Zvezdara,Mirijevo,28,DA,DA,,,Novogradnja,43000,44.79563,20.535707,0.08771942971200673,1.0
163,69119,Prodaja,Stan,5,0,6,0,CG,Beograd,Opština Novi Beograd,Blok 22,116,,DA,DA,DA,Novogradnja,256000,44.813018,20.425407,0.029215824017132977,1.0
164,69120,Prodaja,Stan,5,8,8,0,CG,Beograd,Opština Zemun,Zelena avenija,127,DA,,,DA,Novogradnja,246570,44.83778,20.404988,0.049650266303415534,1.0
166,69123,Prodaja,Stan,4,0,28,0,CG,Beograd,Opština Novi Beograd,Blok 65,124,,DA,,DA,Novogradnja,510000,44.811983,20.401714,0.05221755533343461,1.0
168,69125,Prodaja,Stan,3,5,3,0,Toplotne pumpe,Beograd,Opština Vračar,Čubura,75,DA,DA,DA,DA,Novogradnja,195000,44.796538,20.47619,0.03597585779380613,1.0
169,69126,Prodaja,Stan,1,7,0,0,TA,Beograd,Opština Savski venac,Ekonomski fakultet,32,,DA,,,Stara gradnja,60000,44.81292,20.455144,0.011076115564587074,2.0
170,69127,Prodaja,Stan,4,6,5,0,CG,Beograd,Opština Novi Beograd,Bežanijska kosa 2,94,DA,DA,DA,DA,Stara gradnja,153500,44.820678,20.375721,0.07693837225338387,2.0
171,69128,Prodaja,Stan,4,7,4,0,CG,Beograd,Opština Palilula,Tašmajdan,92,,DA,DA,DA,Stara gradnja,198000,44.81384,20.471887,0.021661208853616814,2.0
172,69129,Prodaja,Stan,4,7,6,0,,Beograd,Opština Zvezdara,Dimitrija Tucovića,83,,,DA,DA,Novogradnja,156650,44.804234,20.487145,0.039652013580651194,1.0
173,69130,Prodaja,Stan,3,5,3,0,CG,Beograd,Opština Novi Beograd,Stari Merkator,83,,DA,DA,DA,Stara gradnja,145000,44.83297,20.413531,0.0401537004645913,2.0
174,69131,Prodaja,Stan,3,10,5,0,Gas,Beograd,Opština Palilula,Hala Pionir,64,,DA,DA,DA,Novogradnja,145000,44.817463,20.477154,0.02533375386712349,1.0
176,69133,Prodaja,Stan,3,3,2,0,CG,Beograd,Opština Stari grad,Studentski trg,61,,DA,DA,,Stara gradnja,175000,44.823148,20.456856,0.004291647702221398,2.0
178,69137,Prodaja,Stan,3,6,6,0,CG,Beograd,Opština Stari grad,Dorćol,62,,DA,DA,DA,Stara gradnja,144500,44.827394,20.456038,0.005046333322320645,2.0
179,69138,Prodaja,Stan,2,7,6,0,CG,Beograd,Opština Novi Beograd,Tošin bunar,59,,,,,Novogradnja,133672,44.814285,20.390901,0.06241321034845253,1.0
180,69139,Prodaja,Stan,3,0,11,0,CG,Beograd,Opština Novi Beograd,Blok 67a (A blok),139,DA,DA,DA,DA,Novogradnja,450000,44.8053,20.400439,0.05531120972280543,1.0
182,69141,Prodaja,Stan,3,3,3,0,EG,Beograd,Opština Voždovac,Siva stena,58,DA,,DA,DA,Novogradnja,109395,44.776028,20.487557,0.059115238585329626,1.0
183,69142,Prodaja,Stan,5,1,1,0,CG,Beograd,Opština Savski venac,Dedinje,214,DA,DA,DA,,Stara gradnja,700000,44.769445,20.456281,0.0543797277117174,2.0
184,69144,Prodaja,Stan,3,4,4,0,CG,Beograd,Opština Vračar,Gradić Pejton,62,DA,DA,,DA,Novogradnja,165000,44.795571,20.478774,0.038422895739390145,1.0
185,69145,Prodaja,Stan,3,9,1,0,CG,Beograd,Opština Novi Beograd,Blok 38,75,,DA,,DA,Stara gradnja,131000,44.819378,20.406291,0.04651024795676855,2.0
186,69146,Prodaja,Stan,2,23,14,0,CG,Beograd,Opština Savski venac,Beograd na vodi,56,,DA,DA,DA,Novogradnja,183000,44.807654,20.451583,0.016078196571758123,1.0
187,69147,Prodaja,Stan,2,3,2,0,CG,Beograd,Opština Stari grad,Kosančićev venac,72,,DA,,,Stara gradnja,350000,44.817425,20.453188,0.006302489111456585,2.0
188,69149,Prodaja,Stan,3,6,1,0,CG,Beograd,Opština Novi Beograd,Blok 9a,86,,DA,DA,DA,Novogradnja,243870,44.832069,20.415149,0.038374699503709093,1.0
189,69150,Prodaja,Stan,3,7,1,0,,Beograd,Opština Vračar,Crveni krst,73,,DA,DA,DA,Novogradnja,197100,44.797629,20.489033,0.044800229128878405,1.0
190,69151,Prodaja,Stan,4,0,4,0,CG,Beograd,Opština Voždovac,Lekino brdo,112,,DA,DA,DA,Novogradnja,208700,44.787317,20.482822,0.047297906645008686,1.0
191,69152,Prodaja,Stan,4,8,6,0,,Beograd,Opština Novi Beograd,Tošin bunar,93,,,,,Novogradnja,201563,44.815606,20.395191,0.05797677221957063,1.0
192,69153,Prodaja,Stan,4,3,2,0,EG,Beograd,Opština Voždovac,Voždovačka crkva,92,,,DA,DA,Novogradnja,194292,44.783106,20.474214,0.04598954046302759,1.0
193,69154,Prodaja,Stan,3,3,2,0,EG,Beograd,Opština Voždovac,Voždovačka crkva,77,,,DA,DA,Novogradnja,163254,44.781789,20.477153,0.04857346734586646,1.0
195,69156,Prodaja,Stan,3,6,5,0,CG,Beograd,Opština Stari grad,Terazije,77,,DA,DA,DA,Stara gradnja,185000,44.812015,20.459958,0.01380867079048517,2.0
196,69157,Prodaja,Stan,4,4,3,0,CG,Beograd,Opština Novi Beograd,Blok 45 (TC Enjub),106,DA,DA,DA,,Stara gradnja,170000,44.8028,20.3804,0.07516415369043947,2.0
199,69163,Prodaja,Stan,2,7,1,0,CG,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,49,DA,,,DA,Novogradnja,100500,44.788606,20.515828,0.07231437491951305,1.0
